year,date,stage,type,winner,miles,km,start,finish,winning_country,decade
2011,2011-07-05,4,plain stage,cadel evans,107.0,172.5,lorient,mûr-de-bretagne,aus,2010
2011,2011-07-06,5,plain stage,mark cavendish,102.0,164.5,carhaix,cap fréhel,gbr,2010
2011,2011-07-07,6,plain stage,edvald boasson hagen,141.0,226.5,dinan,lisieux,nor,2010
2011,2011-07-08,7,plain stage,mark cavendish,135.0,218.0,le mans,châteauroux,gbr,2010
2011,2011-07-09,8,mountain stage,rui costa,117.0,189.0,aigurande,super besse,por,2010
2011,2011-07-10,9,mountain stage,luis león sánchez,129.0,208.0,issoire,saint-flour,esp,2010
2011,2011-07-12,10,plain stage,andré greipel,98.0,158.0,aurillac,carmaux,ger,2010
2011,2011-07-13,11,plain stage,mark cavendish,104.0,167.5,blaye-les-mines,lavaur,gbr,2010
2011,2011-07-14,12,mountain stage,samuel sánchez,131.0,211.0,cugnaux,luz ardiden,esp,2010
2011,2011-07-15,13,mountain stage,thor hushovd,95.0,152.5,pau,lourdes,nor,2010
2011,2011-07-16,14,mountain stage,jelle vanendert,105.0,168.5,saint-gaudens,plateau de beille,bel,2010
2011,2011-07-17,15,plain stage,mark cavendish,120.0,192.5,limoux,montpellier,gbr,2010
2011,2011-07-19,16,mountain stage,thor hushovd,101.0,162.5,saint-paul-trois-châteaux,gap,nor,2010
2011,2011-07-20,17,mountain stage,edvald boasson hagen,111.0,179.0,gap,pinerolo (italy),nor,2010
2011,2011-07-21,18,mountain stage,andy schleck,125.0,200.5,pinerolo (italy),col du galibier,lux,2010
2011,2011-07-22,19,mountain stage,pierre rolland,68.0,109.5,modane,alpe d'huez,fra,2010
2011,2011-07-23,20,time trial,tony martin,26.0,42.5,grenoble,grenoble,ger,2010
2011,2011-07-24,21,plain stage,mark cavendish,59.0,95.0,créteil,paris (champs-élysées),gbr,2010
2012,2012-06-30,p,time trial,fabian cancellara,4.0,6.4,liège (belgium),liège (belgium),sui,2010
2012,2012-07-01,1,plain stage,peter sagan,123.0,198.0,liège (belgium),seraing (belgium),svk,2010
2012,2012-07-02,2,plain stage,mark cavendish,129.0,207.5,visé (belgium),tournai (belgium),gbr,2010
2012,2012-07-03,3,mountain stage,peter sagan,122.0,197.0,orchies,boulogne-sur-mer,svk,2010
2012,2012-07-04,4,plain stage,andré greipel,133.0,214.5,abbeville,rouen,ger,2010
2012,2012-07-05,5,plain stage,andré greipel,122.0,196.5,rouen,saint-quentin,ger,2010
2012,2012-07-06,6,plain stage,peter sagan,127.0,205.0,épernay,metz,svk,2010
2012,2012-07-07,7,mountain stage,chris froome,124.0,199.0,tomblaine,la planche des belles filles,gbr,2010
2012,2012-07-08,8,mountain stage,thibaut pinot,98.0,157.5,belfort,porrentruy (switzerland),fra,2010
2012,2012-07-09,9,time trial,bradley wiggins,26.0,41.5,arc-et-senans,besançon,gbr,2010
2012,2012-07-11,10,mountain stage,thomas voeckler,121.0,194.5,mâcon,bellegarde-sur-valserine,fra,2010
2012,2012-07-12,11,mountain stage,pierre rolland,92.0,148.0,albertville,la toussuire-les sybelles,fra,2010
2012,2012-07-13,12,mountain stage,david millar,140.0,226.0,saint-jean-de-maurienne,annonay-davézieux,gbr,2010
2012,2012-07-14,13,plain stage,andré greipel,135.0,217.0,saint-paul-trois-châteaux,cap d'agde,ger,2010
2012,2012-07-15,14,mountain stage,luis león sánchez,119.0,191.0,limoux,foix,esp,2010
2012,2012-07-16,15,plain stage,pierrick fédrigo,98.0,158.5,samatan,pau,fra,2010
2012,2012-07-18,16,mountain stage,thomas voeckler,122.0,197.0,pau,bagnères-de-luchon,fra,2010
2012,2012-07-19,17,mountain stage,alejandro valverde,89.0,143.5,bagnères-de-luchon,peyragudes,esp,2010
2012,2012-07-20,18,plain stage,mark cavendish,138.0,222.5,blagnac,brive-la-gaillarde,gbr,2010
2012,2012-07-21,19,time trial,bradley wiggins,33.0,53.5,bonneval,chartres,gbr,2010
2012,2012-07-22,20,plain stage,mark cavendish,75.0,120.0,rambouillet,paris (champs-élysées),gbr,2010
2013,2013-06-29,1,plain stage,marcel kittel,132.0,213.0,porto-vecchio,bastia,ger,2010
2013,2013-06-30,2,mountain stage,jan bakelants,97.0,156.0,bastia,ajaccio,bel,2010
2013,2013-07-01,3,mountain stage,simon gerrans,90.0,145.5,ajaccio,calvi,aus,2010
2013,2013-07-02,4,time trial,orica–greenedge,16.0,25.0,nice,nice,unknown,2010
2013,2013-07-03,5,plain stage,mark cavendish,142.0,228.5,cagnes-sur-mer,marseille,gbr,2010
2013,2013-07-04,6,plain stage,andré greipel,110.0,176.5,aix-en-provence,montpellier,ger,2010
2013,2013-07-05,7,plain stage,peter sagan,128.0,205.5,montpellier,albi,svk,2010
2013,2013-07-06,8,mountain stage,chris froome,121.0,195.0,castres,ax 3 domaines,gbr,2010
2013,2013-07-07,9,mountain stage,dan martin,105.0,168.5,saint-girons – bagnères-de-bigorre,saint-girons – bagnères-de-bigorre,irl,2010
2013,2013-07-09,10,plain stage,marcel kittel,122.0,197.0,saint-gildas-des-bois,saint-malo,ger,2010
2013,2013-07-10,11,time trial,tony martin,21.0,33.0,avranches,mont saint-michel,ger,2010
2013,2013-07-11,12,plain stage,marcel kittel,135.0,218.0,fougères,tours,ger,2010
2013,2013-07-12,13,plain stage,mark cavendish,107.0,173.0,tours,saint-amand-montrond,gbr,2010
2013,2013-07-13,14,mountain stage,matteo trentin,119.0,191.0,saint-pourçain-sur-sioule,lyon,ita,2010
2013,2013-07-14,15,mountain stage,chris froome,151.0,242.5,givors,mont ventoux,gbr,2010
2013,2013-07-16,16,mountain stage,rui costa,104.0,168.0,vaison-la-romaine,gap,por,2010
2013,2013-07-17,17,time trial,chris froome,20.0,32.0,embrun,chorges,gbr,2010
2013,2013-07-18,18,mountain stage,christophe riblon,107.0,172.5,gap,alpe d'huez,fra,2010
2013,2013-07-19,19,mountain stage,rui costa,127.0,204.5,le bourg-d'oisans,le grand-bornand,por,2010
2013,2013-07-20,20,mountain stage,nairo quintana,78.0,125.0,annecy,semnoz,col,2010
2013,2013-07-21,21,plain stage,marcel kittel,83.0,133.5,versailles,paris (champs-élysées),ger,2010
2014,2014-07-05,1,plain stage,marcel kittel,118.0,190.5,leeds,harrogate (united kingdom),ger,2010
2014,2014-07-06,2,mountain stage,vincenzo nibali,125.0,201.0,york,sheffield (united kingdom),ita,2010
2014,2014-07-07,3,plain stage,marcel kittel,96.0,155.0,cambridge,london (united kingdom),ger,2010
2014,2014-07-08,4,plain stage,marcel kittel,102.0,163.5,le touquet-paris-plage,lille metropole,ger,2010
2014,2014-07-09,5,mountain stage,lars boom,95.0,152.5,ypres (belgium),arenberg porte du hainaut,ned,2010
2014,2014-07-10,6,plain stage,andré greipel,121.0,194.0,arras,reims,ger,2010
2014,2014-07-11,7,plain stage,matteo trentin,146.0,234.5,épernay,nancy,ita,2010
2014,2014-07-12,8,mountain stage,blel kadri,100.0,161.0,tomblaine,gérardmer la mauselaine,fra,2010
2014,2014-07-13,9,mountain stage,tony martin,106.0,170.0,gérardmer,mulhouse,ger,2010
2014,2014-07-14,10,mountain stage,vincenzo nibali,100.0,161.5,mulhouse,la planche des belles filles,ita,2010
2014,2014-07-16,11,mountain stage,tony gallopin,117.0,187.5,besançon,oyonnax,fra,2010
2014,2014-07-17,12,plain stage,alexander kristoff,115.0,185.5,bourg-en-bresse,saint-étienne,nor,2010
2014,2014-07-18,13,mountain stage,vincenzo nibali,123.0,197.5,saint-étienne,chamrousse,ita,2010
2014,2014-07-19,14,mountain stage,rafał majka,110.0,177.0,grenoble,risoul,pol,2010
2014,2014-07-20,15,plain stage,alexander kristoff,138.0,222.0,tallard,nîmes,nor,2010
2014,2014-07-22,16,mountain stage,michael rogers,148.0,237.5,carcassonne,bagnères-de-luchon,aus,2010
2014,2014-07-23,17,mountain stage,rafał majka,77.0,124.5,saint-gaudens,saint-lary pla d’adet,pol,2010
2014,2014-07-24,18,mountain stage,vincenzo nibali,90.0,145.5,pau,hautacam,ita,2010
2014,2014-07-25,19,plain stage,ramūnas navardauskas,130.0,208.5,maubourguet pays du val d’adour,bergerac,ltu,2010
2014,2014-07-26,20,time trial,tony martin,34.0,54.0,bergerac,périgueux,ger,2010
2014,2014-07-27,21,plain stage,marcel kittel,85.0,137.5,évry,paris (champs-élysées),ger,2010
2015,2015-07-04,1,time trial,rohan dennis,8.6,13.8,utrecht (netherlands),utrecht (netherlands),aus,2010
2015,2015-07-05,2,plain stage,andré greipel,103.0,166.0,utrecht (netherlands),zeeland[b] (netherlands),ger,2010
2015,2015-07-06,3,mountain stage,joaquim rodríguez,99.0,159.5,antwerp (belgium),huy (belgium),esp,2010
2015,2015-07-07,4,mountain stage,tony martin,139.0,223.5,seraing (belgium),cambrai,ger,2010
2015,2015-07-08,5,plain stage,andré greipel,118.0,189.5,arras,amiens,ger,2010
2015,2015-07-09,6,plain stage,zdeněk štybar,119.0,191.5,abbeville,le havre,cze,2010
2015,2015-07-10,7,plain stage,mark cavendish,118.0,190.5,livarot,fougères,gbr,2010
2015,2015-07-11,8,mountain stage,alexis vuillermoz,113.0,181.5,rennes,mûr-de-bretagne,fra,2010
2015,2015-07-12,9,time trial,bmc racing team,17.0,28.0,vannes,plumelec,unknown,2010
2015,2015-07-14,10,mountain stage,chris froome,104.0,167.0,tarbes,la pierre saint-martin,gbr,2010
2015,2015-07-15,11,mountain stage,rafał majka,117.0,188.0,pau,cauterets,pol,2010
2015,2015-07-16,12,mountain stage,joaquim rodríguez,121.0,195.0,lannemezan,plateau de beille,esp,2010
2015,2015-07-17,13,mountain stage,greg van avermaet,123.0,198.5,muret,rodez,bel,2010
2015,2015-07-18,14,mountain stage,steve cummings,111.0,178.5,rodez,mende,gbr,2010
2015,2015-07-19,15,plain stage,andré greipel,114.0,183.0,mende,valence,ger,2010
2015,2015-07-20,16,mountain stage,rubén plaza molina,125.0,201.0,bourg-de-péage,gap,esp,2010
2015,2015-07-22,17,mountain stage,simon geschke,100.0,161.0,digne-les-bains,pra-loup,ger,2010
2015,2015-07-23,18,mountain stage,romain bardet,116.0,186.5,gap,saint-jean-de-maurienne,fra,2010
2015,2015-07-24,19,mountain stage,vincenzo nibali,86.0,138.0,saint-jean-de-maurienne,la toussuire – les sybelles,ita,2010
2015,2015-07-25,20,mountain stage,thibaut pinot,69.0,110.5,modane,alpe d'huez,fra,2010
2015,2015-07-26,21,plain stage,andré greipel,68.0,109.5,sèvres,paris (champs-élysées),ger,2010
2016,2016-07-02,1,plain stage,mark cavendish,117.0,188.0,mont saint-michel,utah beach (sainte-marie-du-mont),gbr,2010
2016,2016-07-03,2,plain stage,peter sagan,114.0,183.0,saint-lô,cherbourg-en-cotentin,svk,2010
2016,2016-07-04,3,plain stage,mark cavendish,139.0,223.5,granville,angers,gbr,2010
2016,2016-07-05,4,plain stage,marcel kittel,148.0,237.5,saumur,limoges,ger,2010
2016,2016-07-06,5,mountain stage,greg van avermaet,134.0,216.0,limoges,le lioran,bel,2010
2016,2016-07-07,6,plain stage,mark cavendish,118.0,190.5,arpajon-sur-cère,montauban,gbr,2010
2016,2016-07-08,7,mountain stage,steve cummings,101.0,162.5,l'isle-jourdain,lac de payolle,gbr,2010
2016,2016-07-09,8,mountain stage,chris froome,114.0,184.0,pau,bagnères-de-luchon,gbr,2010
2016,2016-07-10,9,mountain stage,tom dumoulin,115.0,184.5,vielha val d'aran (spain),andorra-arcalis (andorra),ned,2010
2016,2016-07-12,10,mountain stage,michael matthews,122.0,197.0,escaldes-engordany (andorra),revel,aus,2010
2016,2016-07-13,11,plain stage,peter sagan,101.0,162.5,carcassonne,montpellier,svk,2010
2016,2016-07-14,12,mountain stage,thomas de gendt,111.0,178.0,montpellier,chalet reynard (mont ventoux)[a],bel,2010
2016,2016-07-15,13,time trial,tom dumoulin,23.0,37.5,bourg-saint-andéol,la caverne du pont-d'arc,ned,2010
2016,2016-07-16,14,plain stage,mark cavendish,130.0,208.5,montélimar,villars-les-dombes (parc des oiseaux),gbr,2010
2016,2016-07-17,15,mountain stage,jarlinson pantano,99.0,160.0,bourg-en-bresse,culoz,col,2010
2016,2016-07-18,16,plain stage,peter sagan,130.0,209.0,moirans-en-montagne,bern (switzerland),svk,2010
2016,2016-07-20,17,mountain stage,ilnur zakarin,115.0,184.5,bern (switzerland),finhaut–émosson (switzerland),rus,2010
2016,2016-07-21,18,mountain stage,chris froome,11.0,17.0,sallanches,megève,gbr,2010
2016,2016-07-22,19,mountain stage,romain bardet,91.0,146.0,albertville,saint gervais-les-bains,fra,2010
2016,2016-07-23,20,mountain stage,ion izagirre,91.0,146.5,megève,morzine,esp,2010
2016,2016-07-24,21,plain stage,andré greipel,70.0,113.0,chantilly,paris (champs-élysées),ger,2010
2017,2017-07-01,1,time trial,geraint thomas,9.0,14.0,düsseldorf (germany),düsseldorf (germany),gbr,2010
2017,2017-07-02,2,plain stage,marcel kittel,126.0,203.5,düsseldorf (germany),liège (belgium),ger,2010
2017,2017-07-03,3,mountain stage,peter sagan,132.0,212.5,verviers (belgium),longwy,svk,2010
2017,2017-07-04,4,plain stage,arnaud démare,129.0,207.5,mondorf-les-bains (luxembourg),vittel,fra,2010
2017,2017-07-05,5,mountain stage,fabio aru,100.0,160.5,vittel,la planche des belles filles,ita,2010
2017,2017-07-06,6,plain stage,marcel kittel,134.0,216.0,vesoul,troyes,ger,2010
2017,2017-07-07,7,plain stage,marcel kittel,133.0,213.5,troyes,nuits-saint-georges,ger,2010
2017,2017-07-08,8,mountain stage,lilian calmejane,117.0,187.5,dole,station des rousses,fra,2010
2017,2017-07-09,9,mountain stage,rigoberto urán,113.0,181.5,nantua,chambéry,col,2010
2017,2017-07-11,10,plain stage,marcel kittel,111.0,178.0,périgueux,bergerac,ger,2010
2017,2017-07-12,11,plain stage,marcel kittel,126.0,203.5,eymet,pau,ger,2010
2017,2017-07-13,12,mountain stage,romain bardet,133.0,214.5,pau,peyragudes,fra,2010
2017,2017-07-14,13,mountain stage,warren barguil,63.0,101.0,saint-girons,foix,fra,2010
2017,2017-07-15,14,mountain stage,michael matthews,113.0,181.5,blagnac,rodez,aus,2010
2017,2017-07-16,15,mountain stage,bauke mollema,118.0,189.5,laissac-sévérac-l'église,le puy-en-velay,ned,2010
2017,2017-07-18,16,mountain stage,michael matthews,103.0,165.0,le puy-en-velay,romans-sur-isère,aus,2010
2017,2017-07-19,17,mountain stage,primož roglič,114.0,183.0,la mure,serre chevalier,slo,2010
2017,2017-07-20,18,mountain stage,warren barguil,112.0,179.5,briançon,col d'izoard,fra,2010
2017,2017-07-21,19,plain stage,edvald boasson hagen,138.0,222.5,embrun,salon-de-provence,nor,2010
2017,2017-07-22,20,time trial,maciej bodnar,14.0,22.5,marseille,marseille,pol,2010
2017,2017-07-23,21,plain stage,dylan groenewegen,64.0,103.0,montgeron,paris (champs-élysées),ned,2010
2018,2018-07-07,1,plain stage,fernando gaviria,125.0,201.0,noirmoutier-en-l'île,fontenay-le-comte,col,2010
2018,2018-07-08,2,plain stage,peter sagan,113.0,182.5,mouilleron-saint-germain,la roche-sur-yon,svk,2010
2018,2018-07-09,3,time trial,bmc racing team,22.0,35.5,cholet,cholet,unknown,2010
2018,2018-07-10,4,plain stage,fernando gaviria,121.0,195.0,la baule,sarzeau,col,2010
2018,2018-07-11,5,mountain stage,peter sagan,127.0,204.5,lorient,quimper,svk,2010
2018,2018-07-12,6,mountain stage,dan martin,112.0,181.0,brest,mûr-de-bretagne,irl,2010
2018,2018-07-13,7,plain stage,dylan groenewegen,144.0,231.0,fougères,chartres,ned,2010
2018,2018-07-14,8,plain stage,dylan groenewegen,112.0,181.0,dreux,amiens,ned,2010
2018,2018-07-15,9,mountain stage,john degenkolb,97.0,156.5,arras,roubaix,ger,2010
2018,2018-07-17,10,mountain stage,julian alaphilippe,98.0,158.5,annecy,le grand-bornand,fra,2010
2018,2018-07-18,11,mountain stage,geraint thomas,67.0,108.5,albertville,la rosière,gbr,2010
2018,2018-07-19,12,mountain stage,geraint thomas,109.0,175.5,bourg-saint-maurice,alpe d'huez,gbr,2010
2018,2018-07-20,13,plain stage,peter sagan,105.0,169.5,le bourg-d'oisans,valence,svk,2010
2018,2018-07-21,14,mountain stage,omar fraile,117.0,188.0,saint-paul-trois-châteaux,mende,esp,2010
2018,2018-07-22,15,mountain stage,magnus cort nielsen,113.0,181.5,millau,carcassonne,den,2010
2018,2018-07-24,16,mountain stage,julian alaphilippe,135.0,218.0,carcassonne,bagnères-de-luchon,fra,2010
2018,2018-07-25,17,mountain stage,nairo quintana,40.0,65.0,bagnères-de-luchon,saint-lary-soulan (col de portet),col,2010
2018,2018-07-26,18,plain stage,arnaud démare,106.0,171.0,trie-sur-baïse,pau,fra,2010
2018,2018-07-27,19,mountain stage,primož roglič,125.0,200.5,lourdes,laruns,slo,2010
2018,2018-07-28,20,time trial,tom dumoulin,19.0,31.0,saint-pée-sur-nivelle,espelette,ned,2010
2018,2018-07-29,21,plain stage,alexander kristoff,72.0,116.0,houilles,paris (champs-élysées),nor,2010
2019,2019-07-06,1,plain stage,mike teunissen,121.0,194.5,brussels (belgium),brussels (belgium) via charleroi (belgium),ned,2010
2019,2019-07-07,2,time trial,team jumbo–visma,17.0,27.6,brussels-royal palace (belgium),brussels-atomium (belgium),ned,2010
2019,2019-07-08,3,mountain stage,julian alaphilippe,134.0,215.0,binche (belgium),épernay,fra,2010
2019,2019-07-09,4,plain stage,elia viviani,133.0,213.5,reims,nancy,ita,2010
2019,2019-07-10,5,mountain stage,peter sagan,109.0,175.5,saint-dié-des-vosges,colmar,svk,2010
2019,2019-07-11,6,mountain stage,dylan teuns,100.0,160.5,mulhouse,la planche des belles filles,bel,2010
2019,2019-07-12,7,plain stage,dylan groenewegen,143.0,230.0,belfort,chalon-sur-saône,ned,2010
2019,2019-07-13,8,mountain stage,thomas de gendt,124.0,200.0,mâcon,saint-étienne,bel,2010
2019,2019-07-14,9,mountain stage,daryl impey,106.0,170.5,saint-étienne,brioude,rsa,2010
2019,2019-07-15,10,plain stage,wout van aert,135.0,217.5,saint-flour,albi,bel,2010
2019,2019-07-17,11,plain stage,caleb ewan,104.0,167.0,albi,toulouse,aus,2010
2019,2019-07-18,12,mountain stage,simon yates,130.0,209.5,toulouse,bagnères-de-bigorre,gbr,2010
2019,2019-07-19,13,time trial,julian alaphilippe,17.0,27.2,pau,pau,fra,2010
2019,2019-07-20,14,mountain stage,thibaut pinot,69.0,111.0,tarbes,col du tourmalet,fra,2010
2019,2019-07-21,15,mountain stage,simon yates,115.0,185.0,limoux,foix prat d'albis,gbr,2010
2019,2019-07-23,16,plain stage,caleb ewan,110.0,177.0,nîmes,nîmes,aus,2010
2019,2019-07-24,17,mountain stage,matteo trentin,124.0,200.0,pont du gard,gap,ita,2010
2019,2019-07-25,18,mountain stage,nairo quintana,129.0,208.0,embrun,valloire,col,2010
2019,2019-07-26,19,mountain stage,no winner,55.0,89.0,saint-jean-de-maurienne,col de l'iseran[a],unknown,2010
2019,2019-07-27,20,mountain stage,vincenzo nibali,37.0,59.5,albertville,val thorens,ita,2010
2019,2019-07-28,21,plain stage,caleb ewan,80.0,128.0,rambouillet,paris (champs-élysées),aus,2010
2020,2020-08-29,1,plain stage,alexander kristoff,97.0,156.0,nice,nice,nor,2020
2020,2020-08-30,2,mountain stage,julian alaphilippe,116.0,186.0,nice,nice,fra,2020
2020,2020-08-31,3,plain stage,caleb ewan,123.0,198.0,nice,sisteron,aus,2020
2020,2020-09-01,4,mountain stage,primož roglič,99.7,160.5,sisteron,orcières-merlette,slo,2020
2020,2020-09-02,5,plain stage,wout van aert,114.0,183.0,gap,privas,bel,2020
2020,2020-09-03,6,mountain stage,alexey lutsenko,119.0,191.0,le teil,mont aigoual,kaz,2020
2020,2020-09-04,7,plain stage,wout van aert,104.0,168.0,millau,lavaur,bel,2020
2020,2020-09-05,8,mountain stage,nans peters,88.0,141.0,cazères,loudenvielle,fra,2020
2020,2020-09-06,9,mountain stage,tadej pogačar,95.0,153.0,pau,laruns,slo,2020
2020,2020-09-08,10,plain stage,sam bennett,104.7,168.5,île d'oléron,île de ré,irl,2020
2020,2020-09-09,11,plain stage,caleb ewan,104.0,167.0,châtelaillon-plage,poitiers,aus,2020
2020,2020-09-10,12,mountain stage,marc hirschi,135.0,218.0,chauvigny,sarran,sui,2020
2020,2020-09-11,13,mountain stage,daniel martínez,119.0,191.5,châtel-guyon,puy mary,col,2020
2020,2020-09-12,14,mountain stage,søren kragh andersen,121.0,194.0,clermont-ferrand,lyon,den,2020
2020,2020-09-13,15,mountain stage,tadej pogačar,108.4,174.5,lyon,grand colombier,slo,2020
2020,2020-09-15,16,mountain stage,lennard kämna,102.0,164.0,la tour-du-pin,villard-de-lans,ger,2020
2020,2020-09-16,17,mountain stage,miguel ángel lópez,110.0,170.0,grenoble,méribel (col de la loze),col,2020
2020,2020-09-17,18,mountain stage,michał kwiatkowski,109.0,175.0,méribel,la roche-sur-foron,pol,2020
2020,2020-09-18,19,plain stage,søren kragh andersen,103.5,166.5,bourg-en-bresse,champagnole,den,2020
2020,2020-09-19,20,mountain stage,tadej pogačar,22.5,36.2,lure,la planche des belles filles,slo,2020
2020,2020-09-20,21,plain stage,sam bennett,76.0,122.0,mantes-la-jolie,paris (champs-élysées),irl,2020
2021,2021-06-26,1,mountain stage,julian alaphilippe,122.9,197.8,brest,landerneau,fra,2020
2021,2021-06-27,2,mountain stage,mathieu van der poel,114.0,183.5,perros-guirec,mûr-de-bretagne (guerlédan),ned,2020
2021,2021-06-28,3,plain stage,tim merlier,113.6,182.9,lorient,pontivy,bel,2020
2021,2021-06-29,4,plain stage,mark cavendish,93.5,150.4,redon,fougères,gbr,2020
2021,2021-06-30,5,time trial,tadej pogačar,16.9,27.2,changé,laval,slo,2020
2021,2021-07-01,6,plain stage,mark cavendish,99.8,160.6,tours,châteauroux,gbr,2020
